,article,url,header,date
23,"Die Strategie im Kampf gegen die Verbreitung gegen das Corona-Virus umfasst in Deutschland wie auch in der EU neben den Maßnahmen zur Kontaktbeschränkung vor allem die Verimpfung von Impfstoffen. Dabei sind in den vergangenen Wochen vielfach Meldungen verbreitet worden, wonach Menschen nach der Impfung verstorben seien. Ein Zusammenhang konnte bis dato nicht belegt werden. Ein Zusammenhang wurde bis dato von den Behörden in der Regel verneint. Nun kam es nach einem Bericht auf „Wochenblatt.at“ erneut zu vier Todesfällen nach einer Impfung. Der 45jährige Arzt Mauro Valeriano D’Auria sowie der 42jährige OP-Assistent Luigi Buttazzo seien durch einen Herzstillstand verstorben. Der Erstgenannte soll „bestätigten Berichten“ zufolge den Impfstoff von BioNTech / Pfizer erhalten haben. Auf „Reitschuster.de“ verfasst dazu am 17. Februar Zacharias Fögen einen Bericht. Der hatte auf derselben Seite aus der Studie von BioNTech / Pfizer Zwischenfälle nach der Verabreichung der Impfung zitiert. Dies seien sogenannte SREs, also lebensbedrohliche Ereignisse. In diesem Zusammenhang nun erwähnt er, einer der Zwischenfälle sei eine „paroxysmale ventrikuläre Arrhythmie gewesen. Dies ist das plötzliche Aussetzen des rhythmischen Schlagens der Herzkammer, „auch bekannt als Herzstillstand“. Zudem sei es in der Studie zu einem Todesfall durch Herzstillstand in der Gruppe derjenigen gekommen, die geimpft worden waren. Die Autoren der Studien bescheinigten in diesem Fall keinen Zusammenhang mit der Impfung. Offene Frage Die offene Frage in diesem Zusammenhang: Wie könnte es in einem Fall zu einem Beinahe-Tod kommen, eben dem beschriebenen Herzstillstand, im anderen Fall – als es tatsächlich zum Tod kam – aber nicht? Die Frage gilt dem Autor dieser Anmerkung bis heute als unbeantwortet. Die Rechnung allerdings ist nicht irrelevant: Bei 2 von 22.000 Geimpften (in der Studie) sei es zu einem Herzstillstand nach der Impfung gekommen (offen: infolge?). Dies wären bei der Gruppe der unter 80jährigen in Deutschland immerhin 7.000 Herzstillstände – rechnerisch. Es wäre bei einer 50%igen Todesfallwahrscheinlichkeit immerhin demnach in der Nicht-Risikogruppe der Unter-80jährigen mit 3.500 Todesfällen zu rechnen – statistisch.   ",https://www.neopresse.com/gesundheit/erneut-offene-fragen-herzstillstand-nach-impfung/,"
			Erneut „offene Fragen“: Herzstillstand nach Impfung        ",17. Februar 2021
24,"Der Kölner Infektiologe Prof. Matthias Schrappe ist bereits durch seine Kritik an den Zahlen des Robert-Koch-Instituts, die er öffentlich in einer ZDF-Sendung übte, bekanntgeworden. Er sagte vor ein paar Monaten, dass „das RKI im Nebel stochere“ und Wissenschaftler wiederholt vergeblich Nachweise und Fakten für die Zahlen des RKI, auf Basis derer diese erhoben und veröffentlicht werden, eingefordert hätten. Denn nach den Forschungsergebnissen der Wissenschaftler und Experten würden die Zahlen des RKI „keinen Sinn machen“, so Prof. Schrappe. Kanzlerin leide unter „Kuba-Syndrom“ Nun hat Prof. Schrappe jüngst auch die Kanzlerin kritisiert. Dem „Focus“ sagte er, dass „die Kanzlerin unter dem ‚Kuba-Syndrom‘ leide – sie lasse nur noch eine Meinung zu“. Schrappe wünscht sich, dass die Regierung „mehr Mut zum Handeln hätte“. Seit dem Frühjahr argumentiert Prof. Schrappe gegen den Lockdown als einzige Corona-Eindämmungsmaßnahme. Stattdessen fordert der Infektiologe und Kölner Professor einen besseren Schutz für ältere Menschen als Kern eines Strategiewechsels der Corona-Politik. Konkrete Vorschläge hätten er und seine Arbeitsgruppe bereits in verschiedenen und umfassenden „Thesenpapieren“ formuliert. Prof. Schrappe gehört zu jenen Experten, die die gesellschaftlichen und wirtschaftlichen Schäden der Corona-Maßnahmen der Regierung kritisieren. Von Lockdowns hält er weiterhin nichts. Er meint, damit würden „Zahlen lediglich geschönt“. Schließlich müssten Lockdowns ja irgendwann einmal wieder beendet werden. Der Begriff „Inzidenz“ an sich sei schon falsch und unzulässig, denn die Melderaten seien unzuverlässig und würden schlicht hochgerechnet. Wenn viel getestet werde, seien die Zahlen hoch, wenn wenig getestet werde, seien die Zahlen niedrig. Es sei ein „Skandal“, dass mit solchen unzuverlässigen und falschen Zahlen der Lockdown gesteuert werde, so Prof. Schrappe. Der Experte ist zudem der Ansicht, dass wenn das neue Inzidenz-Ziel der Kanzlerin von 35 erreicht sei, neue Maßstäbe ausgedacht werden würden, um den Lockdown aufrechtzuerhalten. Die Strategie der Regierung sei „hoffnungslos und sinnlos“, so Schrappe. Kontaktverbote seien angesichts solch „fragwürdiger Grenzwert nach allen Regeln der Infektionswissenschaft nicht adäquat“, fährt Schrappe fort. Und sie würde der Gruppe derer, die an Covid-19 erkranken oder sterben würden, gar nichts bringen. Prof. Schrappe ist zu dem der Ansicht, dass ein medikamentöses Präventionskonzept für alte Menschen sinnvoller und wirksamer seien, als Impfungen. Zudem sei die „Bedrohlichkeit“ der Virus-Mutationen nichts weiter als Propaganda. Studien würden keine größere Bedrohung belegen. Viren würden sich außerdem sowieso ständig verändern. Mit Verboten und Drohungen würde man gar nichts erreichen, mein Schrappe. Leute würden sich dann erst recht „Schlupflöcher“ suchen. Man könne nur mit vernünftigen Konzepten etwas erreichen. Die Führung müsste endlich ihre Fehler zugeben. Allerdings habe sich „Frau Merkel in einem Tunnel vergraben. Sie umgebe sich nur mit Menschen, die der gleichen Meinung seien.“ Das Coronavirus könne man nie loswerden, so Schrappe. Man müsse lernen, ganz normal damit zu leben – so, wie mit anderen Viren auch. ",https://www.neopresse.com/gesundheit/infektiologe-merkel-laesst-nur-noch-eine-meinung-zu/,"
			Infektiologe: Merkel lässt nur noch eine Meinung zu        ",16. Februar 2021
25,"Nachdem im vergangenen Jahr ein hochrangiger US-General (Mark A. Milley) den Verdacht geäußert hat, dass das SARS-CoV2-Virus in einem Labor in Wuhan hergestellt worden sei und die WHO und China den Ausbruch wochenlang vertuscht hätten, legt nun ein US-Senator nach. Senator Ted Cruz aus Texas kritisierte nun die WHO dafür, dass sie das „Narrativ“ der Kommunistischen Partei Chinas (KPC) verwende. Diese behauptet, dass das Virus von einem „Tiermarkt“ stamme und nicht aus einem Labor entwichen sei. Auf Twitter schrieb Cruz: „Beschämend. Zu Beginn der Pandemie fungierte die WHO als Propagandist für das kommunistische China und wiederholte die Lügen der KPC. Jetzt kommt die WHO zu dem Schluss, dass das Virus nicht versehentlich aus einem Regierungslabor in Wuhan entkommen ist, weil die KPC ihr gesagt hat, dass es nicht so ist.“ Hat sich die WHO abspeisen lassen? Eine Gruppe von „Experten“ der WHO war nach Wuhan gereist, um Untersuchungen zum Virus-Ausbruch anzustellen. Die Experten beendeten ihre Reise am 9. Februar. Das Untersuchungsteam wurde von Peter Embarek, einem dänischen Wissenschaftler geleitet. Dänemark gehört aktuell neben Deutschland und Irland zu den Ländern, die die härtesten Maßnahmen verhängen. Zudem plant Dänemark eine Impfpflicht sowie einen Impfausweis. Embarek wies die Behauptung, dass das „China-Virus“ aus einem virologischen Labor in Wuhan ausgetreten sein könnte, als „extrem unwahrscheinlich“ zurück. „Fledermäuse bleiben die wahrscheinliche Quelle“, sagte er. „Die Hypothese eines Laborzwischenfalls ist extrem unwahrscheinlich, um die Einführung des Virus in die menschliche Bevölkerung zu erklären. Daher gehört sie nicht zu den Hypothesen, die wir für zukünftige Studien vorschlagen werden“, sagte Embarek. Das US-Außenministerium hatte unter Mike Pompeo im Januar ein Faktenblatt zum Wuhan-Virus veröffentlicht. Darin werden für die Annahme geäußert, dass mehrere Forscher des Wuhan Institute of Virology schon im Herbst 2019 Covid-19-ähnliche Symptome aufwiesen hätten. Der neue Außenminister Antony Blinken äußerte Zweifel an der Transparenz, welche dem WHO-Team während seines Wuhan-Besuchs gewährt worden sei. Ted Cruz erklärte zudem bei Fox News: „Anstatt als medizinische Fachleute einzugreifen, um diese Pandemie zu stoppen, hat die WHO einfach die Lügen der chinesischen kommunistischen Regierung wiederholt.“ ",https://www.neopresse.com/gesundheit/us-senator-who-hat-mit-china-konspiriert/,"
			US-Senator: WHO hat mit China konspiriert        ",15. Februar 2021
26,"Derzeit wird in Deutschland viel darüber diskutiert, wie groß die Fallzahlen, die Inzidenz oder die Todesfallzahlen im Zusammenhang mit der Corona-Krise sind. Nun hat sich ein Bestatter gemeldet, der behauptet: „Nicht überall, wo auf dem Totenschein Corona drauf steht, ist auch Corona drin.“ Diesen Fall deckte nun reitschuster.de auf. Belege erbracht Das Gerücht war in den sozialen Medien des öfteren aufgetaucht. Dort war von Prämien die Rede, die gezahlt würden., Da allerdings diverse Berichte diesbezüglich sich häuften, aber stets von Nachbarn, Verwandten etc. die Rede war, ist die Glaubwürdigkeit deutlich reduziert worden. Der Bestatter nun hat eine Anlage eingereicht, die publiziert wurde. Zudem gab er an: „Ich arbeite als Bestatter und die Totenscheine, zweimal rot und einmal blau, werden in der Häuslichkeit oder im Pflegeheim ausgestellt. Die aus den Krankenhäusern gehen direkt ins Standesamt. Ich benötige den blauen Totenschein, um die Sterbefallanzeige auszufüllen. Manchmal kann ich in die roten, nicht ganz legal, einsehen. Das sind die interessanten. Ich schicke heute noch mal einen mit. Abschiednahme durch Verwandte und Pflegepersonal!! Kein Hinweis auf Infektion!!! Aber Covid-19.“ Der abgelichtete Schein weist einen Menschen aus, der Alzheimer gehabt habe. Das Geburtsjahr wurde mit 1927 angegeben, demnach ist der Mensch 93 oder 94jährig verstorben. Angekreuzt wird zudem Covid-19. Der Leser veröffentlichte weitere Totenscheine, aus denen jeweils diverse Erkrankungen hervorgingen, jeweils aber Covid-19 gleichfalls als Todesursache angegeben wurde. Zudem verweist er auf folgenden Umstand: „Noch verwunderlicher ist die Tatsache, dass alte Menschen im Pflegeheim laut Totenschein die Nahrung verweigern, was allerdings offiziell auch verschwiegen wird.“ Mit solchen Hinweisen ist ausdrücklich kein Beweis für eine solche Behauptung zu führen. Allerdings scheinen sich die Berichte derjenigen zu mehren, die sehr nah am Geschehen sind. ",https://www.neopresse.com/gesundheit/bestatter-behauptet-corona-totenscheine-teils-falsch/,"
			Bestatter behauptet: Corona-Totenscheine teils falsch        ",15. Februar 2021
27,"In Deutschland wollen sich zahlreiche Menschen nicht gegen das Corona-Virus impfen lassen. Nun wurde bekannt, dass insbesondere Ärzte, Pfleger oder andere medizinische Fachleute auffallend oft bis dato auf die Impfung verzichteten. Dies jedenfalls berichteten die „DWN“. „Auffallend viele Krankenpfleger und Ärzte lehnen eine Impfung ab“, heißt es in dem Beitrag. Dabei würden sich in einigen medizinischen Einrichtungen „bis zu zwei Drittel des Fachpersonals nicht impfen lassen“, hieß es. Das Ergebnis ist umso erstaunlicher, als genau diese Berufsgruppen zu jenen rechnen, die am stärksten gefährdet seien. Sie sind zudem besonders systemrelevant im Gesundheitswesen, das wiederum Pate für die Notwendigkeit der ganzen Lockdowns steht. Woran liegt das? Impfskeptiker, wie Menschen mit Misstrauen gegenüber den Nebenwirkungen bezeichnet werden, dürften sich über solche Meldungen weniger überrascht zeigen. Mehr Interesse dürfte allerdings auch von Seiten der Befürworter erwartet werden. Hier hat beispielsweise die DPA Vermutungen aufgestellt. Demnach würden für die fehlende Impfbereitschaft vor allem „Falschinformationen“ verantwortlich sein. Auch die Arbeitsedingungen im Gesundheitswesen seien nicht optimal. „Viele Menschen würden in Krankenhäusern ohnehin „nicht unter optimalen Bedingungen arbeiten“.“ So weit dann ein Arbeitgeber die Empfehlung abgebe, sich impfen zu lassen, würde dies möglicherweise eine „gewisse Gegenreaktion“ auslösen. Immerhin helfen die DWN nach: „Der naheliegende Grund für die Zurückhaltung wird nicht genannt. Die hochkomplizierten Impfstoffe wurden in kürzester Zeit entwickelt und zugelassen und niemand weiß, welche lang- oder mittelfristigen Folge- und Nebenwirkungen die Stoffe haben.“ Das jedenfalls klingt plausibel. Möglicherweise aber wird es gelingen, die zumindest numerische Impfskepsis in den medizinischen Fachberufen noch durch entsprechende Anordnungen – wer sich nicht impft, kann Dritte nicht schützen – aufzuweichen. Dies würde wohl die meisten Skeptiker hierzulande nicht mehr überraschen. ",https://www.neopresse.com/gesundheit/wer-will-sich-nicht-impfen-lassen-merkwuerdige-ergebnisse/,"
			Wer will sich nicht impfen lassen? Merkwürdige Ergebnisse        ",14. Februar 2021
28,"Der Corona-Impfstoff ist derzeit offenbar das Heilmittel schlechthin für die Bewältigung der Krise. Weltweit wird um Zulassungen und Auslieferungen gerungen. Nun wurde bekannt, dass der Subkontinent Indien offenbar darauf verzichtet, BioNTech auf dem heimischen Markt zuzulassen. Weiß Indien mehr? Aktuell hat Indien den Corona-Impfstoff der Unternehmen BioNTech und Bharat Biotech (aus  Indien) zugelassen. Die beiden Unternehmen sind mit ihrem jeweiligen Impfstoff nicht nur zugelassen, sondern können in Indien den Impfstoff auch produzieren. Das sieht für BioNtech / Pfizer anders aus. Die beantragte Notfall-Zulassung wurde abgelehnt. Deshalb hat Pfizer es nun abgelehnt, den Impfstoff für Indien produzieren zu lassen. Das ist die offizielle Mitteilung. Allerdings hat die zuständige Kommission in Indien dafür wohl einen Grund angegeben. Sie hat „empfohlen“, den Impfstoff nicht zuzulassen, „weil Nebenwirkungen wie Lähmung sowie Anaphylaxis“ sowie andere unerwünschte Ereignisse berichtet worden seien. Zudem weist die Kommission daraufhin, dass es keinen Trial mit indischen Einwohnern gegeben habe. Dies ist erstaunlich. Denn damit wird ein entscheidender Unterschied deutlich: Indien möchte zunächst die Folgen der Verimpfung des Impfstoffs an den eigenen Bürgern beurteilen, bevor der Impfstoff zugelassen wird. Die Wirksamkeit, die in den sonstigen Studien und den Zulassungen im Vordergrund steht, spielt hier keine Rolle – im ersten Schritt der Zulassung. Dies wiederum ist eine massive Einschränkung für BioNTech und Pfizer, über die in den hiesigen Medien praktisch nicht berichtet wird. Immerhin ist Indien zumindest ein gigantischer Markt, der auch wirtschaftlich bedeutend sein dürfte. Dies hat auch Konsequenzen für den Kampf zwischen AstraZeneca und den mRNA-Herstellern: AstraZeneca kann seine Produktionskapazitäten wie angekündigt ausnutzen, während BioNTech und Co. für einen kleineren Markt produzieren – und entsprechend teuer sowie langsam sind. ",https://www.neopresse.com/gesundheit/biontech-impfstoff-indien-verzichtet/,"
			BioNTech-Impfstoff: Indien verzichtet        ",14. Februar 2021
29,"Einem brisanten Interview zufolge sehen sich Ärzte, die Atteste gegen die Pflicht, Masken zu tragen, ausgestellt haben, zunehmend Repressalien ausgesetzt. Die Redaktion von Rubikon.news hat ein Interview der Medizinjournalistin Dr. med. Sabine Helmbold mit dem Gründungsmitglied von „Ärzte für Aufklärung“ geführt, Dr. Walter Weber aus Hamburg. Der wiederum spricht von Kollegen, die von Polizeibesuchen sprechen. Ein Kollege aus Bayern habe ihm erzählt, etwa 20 Polizisten hätten vor der Tür gestanden und einen „Durchsuchungsbefehl“ vorgezeigt. Der Kollege aus Bayern habe der unsauberen Schrift wegen und eines unleserlichen Stempels wegen gesagt, dies sei kein ordentlicher Durchsuchungsbefehl von einem Richter. Dieser müsse vielmehr von einem Richter ausgestellt werden. Der Polizist habe geantwortet, dass sie – die Polizei – dann die Tür aufbrechen würden. Der Kollege aus Bayern, der daraufhin den Weg freimachte, wisse bis heute nicht, ob ein Durchsuchungsbefehl vorgelegen habe. Rohe Gewalt – oder? Der bayrische Arzt habe Menschen die durch das Tragen der Maske Symptome gezeigt hätten Atteste zur Befreiung von der Maskenpflicht ausgestellt. Dies sei politisch aber offenbar nicht erwünscht. „Diese Ärzte, die bereit sind, den Menschen, die Symptome durch die Gesichtsmaske haben – und da gibt es viele Symptome -, ein Attest zur Befreiung auszustellen: die zu bedrohen und die kleinzukriegen, dass sie das nicht mehr ausstellen!“ Zudem sind offenbar, so geht aus dem Interview hervor, Patientenakten beschlagnahmt worden. Dies sei möglich, wenn ein Richter dies anordnet. Dr. Weber selbst habe mit dem betroffenen Kollegen gesprochen. Der habe „ganz sicher keine 500 Atteste ausgestellt“, womit sich auch die Frage nach der Verhältnismäßigkeit stelle. Man könne daher von staatlicher Willkür, von Bedrohung und staatlicher Gewalt sprechen. Ganz offensichtlich, so Dr. Weber, seien Maskenbefreiungsatteste einfach politisch nicht gewollt. ",https://www.neopresse.com/gesundheit/aerzte-als-feinde-der-regierung/,"
			Ärzte als Feinde der Regierung        ",13. Februar 2021
30,"Die Fallzahlen in Deutschland, aber auch in zahlreichen anderen Ländern fallen deutlich. Nun hat sich der SPD-„Gesundheitsexperte“, so die großen Medien in Talkrunden, Karl Lauterbach wieder zu Wort gemeldet. Er warnte über Twitter, es würde eine „extrem schwere“ Entscheidung hinsichtlich der Lockerungen anstehen und meinte wohl „schwierige“ Entscheidung. Die Bevölkerung erwarte seiner Einschätzung nach Lockerungen. Auf der anderen Seite müsse es aus epidemiologischer Sicht eher Verschärfungen geben, da die dritte Welle „mit Turbo Virus“ droht. Aktuell würde sich die neue, stärker ansteckende Virusvariante B 1.1.7 immer stärker verbreiten. Die Kanzlerin hatte bereits 20 % Verbreitungsgrad für die neue Mutation angegeben. Auch die Virologin Melanie Brinkmann hatte im „Spiegel“ darauf verwiesen, die neuen Mutationen „würden uns überrennen“. Lauterbach hat nachgerechnet. Ähnliche Ergebnisse Der Experte komme eigenen Angaben zufolge auf ähnliche Ergebnisse. Er gehe von einer Wachstumsrate von aktuell + 35 % pro Woche aus. Dies entspreche einem erhöhten R-Wert von etwa 40 %. Demnach seien die neuen Mutationen aktuell zu 20 % am Infektionsgeschehen insgesamt beteiligt. Die Fallzahlen würden bis Ende Februar sinken, dann käme es zur dritten Welle. Deshalb forderte er „Mut und Transparenz“ bei den Entscheidungen. Andere „Experten“ sehen die Lage offenbar anders. So hat die „Welt“ den bekannten Virologen Alexander Kekulé befragt. Der wiederum verwies darauf: „Für Politiker ist es einfacher zu sagen: Ich war es nicht, das war die Mutante“. (…) „Die verheerenden Zahlen haben nichts mit meinem Corona-Management u tun, das war die dritte Welle, die Pandemie in der Pandemie“. Dies würde allerdings seiner Ansicht nach nur zu 10 % den neuen Mutationen zuzuschreiben sein und vielmehr zu 0 % dem schlechten Corona-Management. In Großbritannien sinken die Fallzahlen aktuell – trotz der „Mutation“ – dramatisch. ",https://www.neopresse.com/gesundheit/der-verschaerfungsmeister-spricht-von-turbo-virus/,"
			Der Verschärfungsmeister spricht von Turbo-Virus        ",13. Februar 2021
31,"In den politischen Diskursen, wie es neudeutsch heißt, geht es aktuell vor allem um die Impfstoff-Verteilung, die -beschaffung und die daraufhin folgende soziale Impferfordernis. Die Merkel-Regierung hat durch die Kanzlerin anklingen lassen, dass jeder selbst entscheiden könne. Wenn aber Unternehmen dann entscheiden, nur Geimpfte zu ihren Produkten oder Veranstaltungen zuzulassen…. Nun gibt es einen schweren Rückschlag. Die Zulassungsdiskussion könnte recht schnell vorbei sein. Zumindest ist inzwischen der Zweifel daran, dass Geimpfte nicht mehr ansteckend seien, recht groß. Dies sei, so auch „nordbayern.de“ „noch nicht ganz sicher“. Christian Drosten räumt ein: „Es wird immer so sein, dass einer, der geimpft ist, dennoch ein bisschen Replikation des Virus auf den Schleimhäuten haben kann“. Sie können sich in Nase und Rachen nach der Infektion vermehren und dann durch Atmen, Husten oder Niesen weitergereicht werden. Dieser scheinbar schlechten Nachricht wurde bis dato allerdings eine geringe Wahrscheinlichkeit eingeräumt. Dies sieht auch Drosten so, der meint, Geimpfte würden „schlechter“ als Überträger fungieren. Uni Oxford rechnet mit Dies wird tatsächlich so sein, mutmaßen auch Andere. Die Zahlen jedoch könnten nun ernüchtern. Denn die Uni Oxford, die zusammen mit AstraZeneca einen Impfstoff entwickelt hat, hat dies nun in ersten Tests quantifiziert. 67 % geringere Übertragung vermutet die Forschungschefin Mene Pangalos nach den ersten Daten. Diese Zahl würde sich auf Personen beziehen, die eine erste Impfung erhalten haben. Die Verringerung bei Getesteten mit einer zweiten Dosis läge nur bei knapp 50 %. Ein kurioses Ergebnis, das die Vermutung nahelegt (die auch die Forscherin äußert), es könne an unterschiedlichen Gruppierungen der Geimpften liegen. Demnach allerdings seien noch weitere Forschungen nötig. Dennoch legen die ersten Daten nahe, dass auch Moderna eine Verringerung der Ansteckungen meldet, aber nie Ansteckung nicht verhindert. Die Verringerung solle bei 60 % liegen. ",https://www.neopresse.com/gesundheit/ansteckungsleugner-corona-impffreunde-scheinen-sich-zu-irren/,"
			Ansteckungsleugner? Corona-Impffreunde scheinen sich zu irren        ",12. Februar 2021
32,"Vor kurzem machte eine Studie des ZEW (Leibniz-Zentrum für Europäische Wirtschatsforschung) die Runde: Zwei Wissenschaftler präsentierten als Ergebnis ihrer Studie, dass zwei Veranstaltungen der Querdenker-Bewegung im vergangenen Winter für 16.000 bis 21.000 Mehr-Infektionen verantwortlich gewesen seien. Die Teilnehmer, von den „Forschern“ als Corona-Leugner bezeichnet, würden somit die Ausbreitung des Virus massiv begünstigt haben. Diese Aussage machte auch in Medien als angeblich wissenschaftlicher Befund die Runde. Tatsächlich gibt es inzwischen Stimmen von Wissenschaftlern, die diese vermeintliche Studie inhaltlich als Unsinn abqualifizieren. Darüber berichtete auch der „Nordkurier“. Studie sieht Zusammenhänge zwischen AfD-Wähler, Demo und Inzidenz Die Studie hatte im Umfeld der Demonstrationen entlang konstruierbarer Haltestellen eines Reiseunternehmens Mehrinfektionen vorgefunden und nahm an, dass die AfD-Wähler in den betreffenden Ortschaften Teilnehmer der Demonstration gewesen wären. Diese Konstruktion ist fragwürdig. Der Dortmunder Statistik-Professor Walter Krämer sprach dem Nordkurier gegenüber davon, dass die 21.000 Mehrinfektionen „auf jeden Fall grober Unfug“ seien. Dies sei eher das Ergebnis eines „ausgefeilten statistischen Modells“. Dieses beruhe auf Schätzungen und müsse schon notwendig entsprechende Statistikfehler enthalten. Im wahren Leben seien diese Mehrinfektionen niemals beobachtet worden, sie sind „Artefakt eines statistischen Modells“. So sieht es auch der Mathematiker Prof. Thomas Rießinger. Dem Nordkurier gegenüber sagte er: „Sie haben keine Ahnung, wie viele Leute in den Bussen saßen, sie wissen auch nicht, in welcher Weise sie in den Bussen saßen. Sie wissen über diese Busse gar nichts – außer, dass es Haltestellen an verschiedenen Orten gab. Das ist als Input für so weitreichende Aussagen für meine Begriffe ein bisschen wenig.“ Einen Zusammenhang zwischen politischer Präferenz und der Inzidenz sah er gleichfalls kritisch. Die Studie habe eine eindeutige politische Schlagseite. Man habe als Input etwas hineingesteckt, was man am Ende herausfinden wollte. Ergänzung dazu: Es gibt zumindest eine Untersuchung, wonach die Teilnehmer von Querdenker-Demos ohnehin zu einem guten Teil dem linken und grünen Lager zugeordnet sind. Zweite Ergänzung: Ein normales wissenschaftliches Verfahren würde ein Peer Review durch andere Wissenschaftler vorsehen. Das gab es hier nicht. ",https://www.neopresse.com/nl/querdenkerdemos-und-corona-pandemie-verbreitung-statistischer-unsinn/,"
			Querdenkerdemos und Corona-Pandemie-Verbreitung: Statistischer Unsinn        ",12. Februar 2021
33,"Die Merkel-Regierung lässt sich von einem festen Kreis an Wissenschaftlern aus eingeschränkten Fachrichtungen beraten. Diese Kritik begleitet die permanenten Lockdown-Maßnahmen der Kanzlerin und der Ministerpräsidenten in Deutschland seit Monaten. Nun haben sich einige Wissenschaftler zusammengeschlossen, um eine eigene neue Online-Plattform zu begründen, die strategische Impulse liefern soll. Es ginge um „eine neue, evidenzbasierte, auf die Minimierung von Kollateralschäden zielende Pandemiestrategie“, heißt es als in einer Erklärung. Zu den Gründern gehören der Mediziner Prof. Matthias Schrappe sowie der Medizinstatistiker Prof. Gerd Antes. Wesentliche Bereiche der Gesellschaft nicht vertreten Zur Begründng der Gründung heißt es weiterhin, dass „wesentliche Bereiche der Gesellschaft“ nicht vertreten seien. Es würde „zu wenig oder kein Platz für den wissenschaftlichen Diskurs im Vorfeld der Entscheidungsfindung“ geschaffen. Zudem herrsche der Eindruck, dass die Positionen, die nicht „zum fest geprägten Standpunkt der Entscheidungsträger passen, nicht berücksichtigt werden, auch wenn sie die Entscheidungsfindung schärfen und die Suche nach der besten Lösung befördern können.“ Vielmehr sei es indes entscheidend, die wesentlichen Fachgebiete in einen offenen Diskurs einzubeziehen. Aktuell sei etwa wichtig, den „Beitrag von bestimmten Lebensbereichen für Infektionen von Risikopatienten und in stationären Einrichtungen zu evaluieren“. Prof. Schrappe war im November 220 im ZDF damit zitiert worden, die RKI-Zahlen seien für die Entwicklung einer brauchbaren Strategie wertlos. Es würden Grundrechte eingeschränkt, ohne dass genau verwertbare Zahlen vorliegen. Als Wissenschaftler und als Bürger hielte er dies für ein Unding – massive Einschränkungen ohne feste Zahlenbasis vorzunehmen. Die Wissenschaftler fordern aktuell einen „elastischen und transparenten Stufenplan“. So sei es wichtig, den R-Wert aufzunehmen, die Situation in den Intensivstationen, die Sterbefälle und deren Entwicklung, die risikogruppenspezifischen Inzidenzen zu messen und die Belastung des Gesundheitssystems generell. Davon werden sich die Wissenschaftler bis auf weiteres in der Praxis verabschieden müssen. ",https://www.neopresse.com/gesundheit/wissenschaftler-leben-mit-dem-virus/,"
			Wissenschaftler: Leben mit dem Virus        ",11. Februar 2021
34,"Ein Arzt in Deutschland hat einen eigenen Corona-Impfstoff getestet und hergestellt. Dabei entwickelte er einen sogenannten Totimpfstoff, den er an Verwandten, an sich selbst sowie an 100 Freiwilligen testete. Mit den Erfolgen zeigte er sich offenbar sehr zufrieden – der Wirkungsgrad liege bei 90 %. Vorteil von Totimpfstoffen aus logistischer Sicht Totimpfstoffe habe aus logistischer Sicht einen erheblichen Vorteil. Die Impfstoffe benötigen keine so kühle Lagerung wie die mRNA-Impfstoffe. Dies ist wiederum eines der großen Einsatzprobleme für die Entwickler der modernen Impfstoffe und deren Verbreitung. Der Entwickler, Winfried Stücker, sprach zudem davon, dass bei dem Impfstoff keine unerwünschten Nebenwirkungen sichtbar geworden seien. Seine Meinung: Damit könnte man innerhalb eines halben Jahres drei Viertel der Bevölkerung Deutschlands gegen Corona immunisieren“, stellte er dem „Spiegel“ gegenüber dar. Er wolle zudem kein Geld verdienen, sondern letztlich eine weitgehende Immunisierung ermöglichen und fördern. Allerdings hat Stöcker die Rechnung ohne den Staat gemacht. Das LKA Schleswig-Holstein nun ermittelt wegen Verstößen gegen das Arzneimittelgesetz. Denn Stöcker hatte für seine Tests keine Genehmigung erworben. Stöcker selbst meinte gegenüber dem „Spiegel“, er habe dies zwar gewusst. Wegen der Dringlichkeit der Lage jedoch wollte er auf die Genehmigung nicht warten. Offenbar allerdings hat er die Genehmigung noch nicht einmal beantragt. Die Ergebnisse sind zudem aus statistischer Sicht nicht brauchbar. Um Aussagen über Nebenwirkungen und vor allem die Wirksamkeit zu erhalten, sind mehrere 10.000 Studienteilnehmer erforderlich. BioNTech und Co. haben den Antrag auf Notfallzulassung stellen können, als sich 150 Probanden als positiv getestet einstellten. Dann wird geprüft, ob diese Probanden zur Placebo-Gruppe gehörten oder einen Impfstoff erhielten. Deshalb ist davon auszugehen, dass wir von diesem Impfstoff nicht mehr allzu viel hören werden. ",https://www.neopresse.com/gesundheit/mediziner-entwickelt-eigenen-corona-impfstoff/,"
			Mediziner entwickelt eigenen Corona-Impfstoff…        ",11. Februar 2021
