,article,date,header,url
80,"Norderney (dpa/lni) - Die bestehenden Kontakt- und Ausgangsbeschränkungen auf der ostfriesischen Insel Norderney werden nicht verlängert. Die verschärften Maßnahmen sind damit von diesem Samstag an wieder außer Kraft gesetzt, wie der Landkreis Aurich am Freitag mitteilte. Grund seien die rückläufigen Infektionszahlen auf der Nordseeinsel nach einem größeren Corona-Ausbruch Anfang Februar. Am Freitag meldete der Landkreis noch 10 Corona-Fälle auf Norderney.
In den vergangenen Wochen gab es auf der rund 6000 Einwohner zählenden Insel zeitweise mehr als 40 Corona-Fälle. Insulaner mussten deswegen ihre Kontakte weiter einschränken. Unter anderem durften sie sich in der Öffentlichkeit und im privaten Raum nur noch allein oder mit Angehörigen ihres eigenen Hausstandes aufhalten. Zudem galten nächtliche Ausgangsbeschränkungen. Auch das Inselkrankenhaus und das Rathaus wurden vorübergehend wegen Corona-Infektionen geschlossen.
","26. Februar 2021, 13:23 Uhr",Kontaktbeschränkungen auf Norderney laufen aus,https://www.sueddeutsche.de/politik/kommunen-norderney-kontaktbeschraenkungen-auf-norderney-laufen-aus-dpa.urn-newsml-dpa-com-20090101-210226-99-606492
81,"Peine/Remlingen (dpa/lni) - An der Planung zur Räumung des Atommülllagers Asse soll die Öffentlichkeit auch in Corona-Zeiten beteiligt werden. Als zentrales Element der frühen Beteiligung werde es am 26. März eine Online-Konferenz geben, kündigte die zuständige Bundesgesellschaft für Endlagerung (BGE) am Freitag an. Da weiterhin auf Präsenzveranstaltungen verzichtet werden müsse, stehe den Bürgern bis dahin vor allem ein Online-Forum zur Verfügung.
Ein Streitpunkt rund um die Asse war zuletzt das geplante Zwischenlager für den Atommüll, das nur wenige Hundert Meter entfernt von der Schachtanlage bei Remlingen entstehen. Wegen der verhärteten Fronten hieß es zuletzt, dass die Standort-Entscheidung noch einmal überprüft werden sollte. ""Jetzt wird der Entscheidungsprozess für ein Asse-nahes-Zwischenlager noch einmal kritisch beleuchtet"", sagte Ministerpräsident Stephan Weil (SPD) der ""Braunschweiger Zeitung"" (Freitag).
In dem maroden ehemaligen Bergwerk Asse bei Remlingen im Landkreis Wolfenbüttel liegen in 13 Kammern rund 126 000 Fässer mit schwach- und mittelradioaktiven Abfällen. Die Bundesgesellschaft mit Sitz in Peine ist für den gesetzlichen Auftrag zuständig, die Asse unverzüglich stillzulegen. Zuletzt hieß es, dass eine Rückholung 2033 starten könnte.
","26. Februar 2021, 13:19 Uhr",Asse-Rückholung: BGE will betroffene Bürger einbinden,https://www.sueddeutsche.de/politik/atom-peine-asse-rueckholung-bge-will-betroffene-buerger-einbinden-dpa.urn-newsml-dpa-com-20090101-210226-99-606396
82,"Kiel (dpa/lno) - Schleswig-Holsteins Polizisten erhalten neue Mittel im Kampf gegen Kriminalität und Terrorismus. Mit breiter Mehrheit verabschiedete der Landtag am Freitag die Reform des Polizeirechts. Nur die SPD stimmte dagegen. Die Gesetzesreform gebe den Beamten passende Instrumente für den Kampf gegen Terrorismus sowie grenzüberschreitende Kriminalität an die Hand und sorge für mehr Eigenschutz, sagte Innenministerin Sabine Sütterlin-Waack (CDU). Dabei werde die Balance zwischen Freiheitsrechten und Sicherheit gewahrt.
Künftig dürfen Polizisten Bodycams tragen und Taser einsetzen. Geregelt ist nun auch der finale Rettungsschuss. Dabei schießen Beamte gezielt auf lebenswichtige Organe, um einen Geiselnehmer oder terroristischen Gewalttäter sofort angriffsunfähig zu machen. Umstritten ist, dass der finale Rettungsschuss auch gegen Kinder unter 14 Jahren als letztes Mittel der Gefahrenabwehr angewandt werden kann - gedacht beispielsweise bei Amokläufen. ""Für uns ist das ein absolutes No-Go"", sagte der SPD-Abgeordnete Stefan Weber.
Nach Ansicht des FDP-Justizpolitikers Jan-Marcus Rossa übersieht die SPD die Garantenstellung des Staates, die Bürger vor tödlichen Angriffen zu schützen. Diese Gefahr ende nicht am Lebensalter. ""Es gibt genügend denkbare Fallkonstruktionen, auf die ein Gesetz vorbereitet sein muss."" Der Gesetzgeber könne nicht erst aktiv werden, wenn es eine Regelungslücke gebe.
Auch Sütterlin-Waack verteidigte die Reform: ""Natürlich gibt es Punkte in unserem Entwurf, bei denen uns im ersten Moment der Atem stockt: Schusswaffengebrauch in einer Menschenmenge, finaler Rettungsschuss oder ganz besonders der Schusswaffengebrauch gegen Kinder."" Der internationale Terrorismus zwinge dazu, derartige Fragen zu klären. ""Dann brauchen Beamten, die an einem Einsatzort eintreffen, wo es um Leib und Leben geht und keine milderen Mittel infrage kommen, klare rechtliche Rahmen.""
Die Ministerin verwies darauf, dass es im Norden allein im vergangenen Jahr 1170 Widerstandshandlungen und tätliche Angriffe gegen Polizisten gab. Dabei wurden 438 Beamte verletzt. ""Mit der Bodycam besteht die Möglichkeit, dass Angreifer künftig abgeschreckt werden."" Es gebe auch mehr Möglichkeiten zum Einsatz von Fesseln. Mit dem Taser bekämen Polizisten ein Mittel, dass wirkungsvoller als ein Schlagstock sei, aber immer noch milder als eine Schusswaffe.
Für lebhafte Diskussionen sorgte die Regelung, dass Polizisten gewalttätige Partner künftig bis zu vier Wochen statt nur 14 Tage aus der Wohnung verweisen können. ""In diesen vier Wochen wird kein Polizist dieses Landes Folgemaßnahmen wie Erzwingungshaft mit dem Gericht abstimmen können"", sagte die SPD-Innenpolitikerin Kathrin Bockey. ""Es ist in diesem Gesetz eben einiges mehr Schein als Sein.""
Das gelte auch bei den künftig möglichen anlasslosen Identitätskontrollen, sagte Bockey. Die Koalition habe sich nicht einmal durchringen können, eine polizeiliche Lageauswertung zur Grundlage einer Identitätsfeststellung zu machen. ""Wir finden, darauf hätten die Bürger ein Anrecht.""
Die Gewerkschaft der Polizei begrüßte die Regelungen zum finalen Rettungsschuss sowie zum Einsatz von Bodycams und Tasern, kritisierte aber das Verbot von Racial Profiling als Grundlage von Kontrollen. Das sei bereits im Grundgesetz verankert. ""Darauf müssen unsere Kolleginnen und Kollegen nicht noch explizit hingewiesen werden"", sagte der stellvertretende Landesvorsitzende Sven Neumann.
Der Gewerkschafter kritisierte zudem, dass der Einsatz von Bodycams in Wohnungen nicht gestattet sein wird. ""Dies wäre ohne Probleme verfassungskonform zu regeln gewesen. Stattdessen werden weitere Beschränkungen eingebaut."" Auch SPD und SSW hatten einen Einsatz der Kameras auch in Wohnungen gefordert.
Bereits Mitte März soll die Reform des Polizeirechts in Kraft treten.
","26. Februar 2021, 12:51 Uhr",Mehr Möglichkeiten und Rechtssicherheit für Polizisten,https://www.sueddeutsche.de/politik/landtag-kiel-mehr-moeglichkeiten-und-rechtssicherheit-fuer-polizisten-dpa.urn-newsml-dpa-com-20090101-210225-99-594474
83,"Düsseldorf (dpa) - Die Initiative für eine Bewerbung der Rhein-Ruhr-Region um die Olympischen Spiele 2032 soll fortgesetzt werden. Das sagte NRW-Ministerpräsident Armin Laschet (CDU) am Freitag in Düsseldorf nach einer Beratung mit den Oberbürgermeistern der betroffenen Kommunen und der Initiative Rhein-Ruhr-City. Auch eine Bewerbung für 2036 kommt laut Laschet in Betracht.
""Wir werden weiter kämpfen. Die Rückendeckung der Städte ist weiter da"", sagte Laschet. Zugleich reagierte der Ministerpräsident mit Unverständnis auf die Entscheidung der Exekutive des Internationalen Olympischen Komitees, die am Mittwoch das australische Brisbane zum bevorzugten Kandidaten für die Ausrichtung der Sommerspiele in elf Jahren erklärt hatte. Damit hat die deutsche Rhein-Ruhr-Initiative kaum noch Chancen.
""Keine Frage, die Entscheidung des IOC am Mittwoch hat uns überrascht und auch getroffen. Man hat mir erklärt, für das IOC sei Brisbane ein guter Kandidat in unsicheren Zeiten. Ich teile diese Auffassung nicht"", sagte Laschet, der auch Kritik am Deutschen Olympischen Sportbund übte. Der DOSB habe sich nicht in der Lage gesehen, in den Dialog mit dem IOC zu treten. ""Das Erstaunliche ist, dass man kein Gespür hat, was sich beim IOC tut.""
Sollte die Bewerbung für 2032 erwartungsgemäß scheitern, käme für Rhein-Ruhr auch eine Kandidatur für die Spiele vier Jahre später in Betracht. ""Wir würden uns auf Spiele in den 30er Jahren vorbereiten, das kann 32 sein, das kann 2036 auch sein"", sagte Laschet.
Eine Austragung 100 Jahre nach denen in Berlin unter dem Nazi-Regime sieht Laschet dabei nicht als Hindernis an: ""Die Botschaft, die diese Spiele haben, ist auch eine inhaltliche. Die Welt ist eine andere 100 Jahre später als bei den Spielen 1936. Dies zu zeigen, dies sichtbar zu machen, würde bei jeden Spielen in den 30er Jahren passen.""
","26. Februar 2021, 12:45 Uhr",Laschet: Bewerbung für Olympia wird fortgesetzt,https://www.sueddeutsche.de/politik/sportpolitik-lausanne-laschet-bewerbung-fuer-olympia-wird-fortgesetzt-dpa.urn-newsml-dpa-com-20090101-210226-99-605392
84,"Berlin (dpa) - Wirtschaftsverbände warnen Bund und Länder angesichts des wochenlangen Lockdowns vor schweren wirtschaftlichen Folgen und dringen auf ein konkretes Öffnungskonzept.
Viele Unternehmen erhofften sich Hinweise, wie die zeitliche Perspektive konkreter als bisher eingeschätzt werden könne, damit mehr Planbarkeit und Berechenbarkeit möglich würden, heißt es in einer vom Bundeswirtschaftsministerium verfassten ""Gesprächsgrundlage"" für Beratungen der Wirtschaftsminister von Bund und Ländern an diesem Freitag. Das Papier lag der Deutschen Presse-Agentur vor.
Zuvor hatten mehr als 40 Verbände Öffnungskonzepte an Wirtschaftsminister Peter Altmaier (CDU) übersandt. Der wochenlange Lockdown mit der Schließung etwa der Gastronomie und vieler Einzelhandelsgeschäfte war zuletzt von Bund und Ländern noch einmal bis zum 7. März verlängert worden. Bundeskanzlerin Angela Merkel (CDU) und die Ministerpräsidenten der Länder beraten am kommenden Mittwoch darüber, wie es weitergeht.
In dem Papier werden wesentliche Feststellungen und Vorschläge der Verbände zusammengefasst. Die lange Dauer des derzeitigen Lockdowns habe erhebliche Auswirkungen auf betroffene Unternehmen und führe teilweise zu einer ""drastischen Verschärfung ihrer wirtschaftlichen Lage"", heißt es: ""Dies führt in vielen Fällen zu einer Bedrohung ihrer wirtschaftlichen Existenz und zu der Gefahr eines längerfristigen Substanzverlustes der deutschen Volkswirtschaft: Arbeitsplatzverluste, Insolvenzen, weniger Ausbildungsplätze, rückläufige Zahl von Neugründungen, Attraktivitätsverlust vieler Innenstädte wären die Folge.""
Aus diesen Gründen hielten alle beteiligten Verbände eine ""klare und planbare Perspektive"" für die Öffnung der geschlossenen Unternehmen für notwendig. Alle Beteiligten seien sich einig, dass die Verfügbarkeit einer ausreichenden Zahl von Antigen-Schnelltests beziehungsweise von Selbsttests einen entscheidenden Beitrag zur Ermöglichung von Öffnungen leisten könne.
Neben der generellen Verfügbarkeit komme es dabei auch auf die reibungslose und schnelle Durchführung an. Viele Wirtschaftsverbände brächten zum Ausdruck, dass die Unternehmen und ihre Verbände zur Mitwirkung an der Durchführung von Schnelltests und der Umsetzung von Sicherheitskonzepten bereit seien, heißt es.
Mehrere Verbände weisen laut Papier ausdrücklich darauf hin, dass Aktivitäten bei gutem Wetter im Freien in der Regel mit einem deutlich geringeren Infektionsrisiko verbunden seien. ""Daraus ergeben sich Öffnungsperspektiven für gastronomische Betriebe mit Außenbereich.""
Aus Sicht der Wirtschaft sei es wünschenswert, dass Bund und Länder gemeinsam bundesweite Kriterien festlegen, unter denen Öffnungen möglich werden, heißt es im Papier. ""Nur so kann die Entstehung eines Flickenteppichs unterschiedlicher Strategien und Vorgehensweisen verhindert werden. Anderenfalls wären erhebliche Reibungsverluste und Verunsicherungen zu befürchten.""
Die Umsetzung eines gemeinsamen Rahmens solle stärker länder- und regionalspezifisch erfolgen. Eine bundesweite durchschnittliche Inzidenz besage wenig über die Lage in einzelnen Bundesländern, ""Coldspots"" oder ""Hotspots"". Insgesamt werde vorgeschlagen, wesentlich stärker als bisher auf die konkreten Umstände ""vor Ort"" abzustellen.
Die große Mehrheit der Verbände spreche sich für ein branchenübergreifendes Öffnungskonzept aus, um auf diese Weise den Eindruck von Bevorzugung oder Benachteiligung einzelner Branchen und Unternehmen auszuschließen.
Weiter heißt es: ""Die Verbände beklagen, dass digitale Möglichkeiten bei der Umsetzung von Hygiene-Konzepten und bei der Kontaktnachverfolgung nach wie vor unzureichend genutzt werden und dadurch die Öffnung der Geschäfte verzögert oder verhindert werden kann.""
","26. Februar 2021, 12:04 Uhr",Wirtschaft dringt auf konkrete Öffnungsperspektive,https://www.sueddeutsche.de/politik/wirtschaftspolitik-wirtschaft-dringt-auf-konkrete-oeffnungsperspektive-dpa.urn-newsml-dpa-com-20090101-210226-99-603327
85,"Dresden (dpa/sn) - Der sächsische Regierungschef Michael Kretschmer (CDU) hat sich für eine umfassende Aufarbeitung des Krisenmanagements in der Corona-Pandemie ausgesprochen. Dabei schwebt ihm ein externes Gremium wie die Kirchbach-Kommission vor. Die Expertenrunde unter Leitung des früheren Bundeswehrgenerals Hans-Peter von Kirchbach hatte die Abläufe im Freistaat während der Jahrhundertfluten an der Elbe 2002 und 2013 untersucht und Empfehlungen für den künftigen Umgang mit Hochwasser gegeben. ""Das kann ich mir auch hier sehr gut vorstellen"", sagte Kretschmer am Freitag in Dresden mit Blick auf die Pandemie.
Kretschmer räumte ein, dass die Politik mit einigen Ankündigungen Erwartungen geweckt habe und diese nicht immer erfüllen konnte. Das habe zu Verdruss in der Bevölkerung geführt. Dass manche bis heute nicht ihre November- oder Dezemberhilfe ausgezahlt bekommen haben, sei ein Riesenproblem und habe viel von der Grundakzeptanz für die Schutzmaßnahmen genommen. ""Das muss insgesamt aufgearbeitet werden."" Das gelte auch für die Gründe, warum Sachsen im Dezember so hohe Inzidenzwerte hatte. Der Zeitpunkt für eine Aufarbeitung sei aber noch nicht da. Man sei immer im Modus einer unmittelbaren Bedrohung und müsse das Infektionsgeschehen zunächst in den Griff bekommen.
","26. Februar 2021, 11:55 Uhr",Kretschmer will Aufarbeitung des Corona-Managements,https://www.sueddeutsche.de/politik/regierung-dresden-kretschmer-will-aufarbeitung-des-corona-managements-dpa.urn-newsml-dpa-com-20090101-210226-99-604683
86,"Magdeburg (dpa) - Neuer Parteichef der CDU in Sachsen-Anhalt will der bisherige Generalsekretär Sven Schulze werden. Der 41-Jährige kandidiert für den derzeit unbesetzten Führungsposten, wie die Landes-CDU am Freitag in Magdeburg mitteilte. Schulze habe seine Kandidatur am Donnerstagabend bei einer Online-Sitzung aller Kreisverbände angekündigt. Zuvor sei der gebürtige Quedlinburger von seinem Kreisverband Harz nominiert worden. Schulze galt schon vorher als wahrscheinlicher Kandidat für den Vorsitz.
Die Landes-CDU will ihren neuen Landesvorsitzenden bei einem Parteitag am 27. März wählen. Parallel dazu soll das Wahlprogramm für die Landtagswahl am 6. Juni verabschiedet werden.
Eigentlich wollte die Partei erst im Herbst einen Landesvorstand wählen, zieht jetzt aber die Besetzung des Chefpostens vor. Der Grund: Im Dezember hatte sich Holger Stahlknecht aus dem Amt zurückgezogen, nachdem er im Streit um unabgestimmte Aussagen mitten in einer existenziellen Regierungskrise zu einem höheren Rundfunkbeitrag vom Parteikollegen und Ministerpräsidenten Reiner Haseloff als Innenminister entlassen worden war. Seitdem fungiert Parteivize Marco Tullner als Interimschef und führt die CDU gemeinsam mit den beiden anderen Stellvertretern und Generalsekretär Schulze.
Mit Schulze würde ein Mann übernehmen, der sich schon lange in der CDU engagiert. Vor 15 Jahren wurde er Mitglied im Landesvorstand und führte parallel bis 2014 auch die Nachwuchsorganisation Junge Union. Derzeit sitzt er als einziger Abgeordneter aus Sachsen-Anhalt für die CDU im Europaparlament in Brüssel. Seit 2016 hat er zudem den damals erstmals geschaffenen Posten des Generalsekretärs inne. Schulze ist verheiratet und wohnt mit seiner Familie in Magdeburg.
","26. Februar 2021, 11:11 Uhr",Schulze will neuer CDU-Chef in Sachsen-Anhalt werden,https://www.sueddeutsche.de/politik/parteien-magdeburg-schulze-will-neuer-cdu-chef-in-sachsen-anhalt-werden-dpa.urn-newsml-dpa-com-20090101-210226-99-603961
87,"Stuttgart (dpa/lsw) - Die jüngsten Umfragen sprechen eine recht klare Sprache: Die Grünen mit dem beliebten Ministerpräsidenten Winfried Kretschmann haben beste Chancen, bei der Landtagswahl am 14. März wieder stärkste Kraft zu werden. Zwischen 3 und 7 Punkten ist der Abstand je nach Umfrage zwischen der Ökopartei und der CDU von Susanne Eisenmann, der Spitzenkandidatin und Kultusministerin. Das Live-Duell am kommenden Montagabend im SWR könnte für Eisenmann die Gelegenheit sein, vor großem Publikum an den Bildschirmen das Ruder nochmal herumzureißen, was im Online-Wahlkampf eher schwierig ist. Nun hat der Sender die Regeln des einstündigen Zweikampfs in den Stuttgarter Wagenhallen veröffentlicht:
Die Redezeit der beiden Kandidaten wird sekundengenau gemessen, um sicherzustellen, dass Eisenmann und Kretschmann gleichberechtigt zu Wort kommen. Die Zeitkonten sollen am Ende ""nahezu ausgeglichen sein"", Moderator und SWR-Chefredakteur Fritz Frey werde darauf achten, teilte der Sender am Freitag mit. Das Los hat bereits entschieden, wer die erste und die letzte Frage bekommt: Eisenmann darf zuerst antworten, dafür hat Kretschmann das ""letzte Wort"".
Und noch mehr musste geregelt werden: Passend zu ihrer Position im Parteienspektrum wird die CDU-Politikerin vom Zuschauer aus gesehen rechts vom Moderator stehen und Kretschmann links. Außerdem dürfen die Kontrahenten keine Unterlagen mit ins Studio nehmen. Auf den Stehpulten soll nur leeres Papier und ein Stift für Notizen bereitliegen. Nach dem Duell gibt es im SWR Fernsehen eine Live-Analyse mit Experten zu der Frage, wem das Streitgespräch eher genützt hat.
Es ist zu erwarten, dass das Management der Corona-Krise eine große Rolle spielen wird - auch wenn Eisenmann und Kretschmann eigentlich vereinbart haben, das Thema im Wahlkampf außen vor zu lassen. Zwei Tage nach dem Duell ist die nächste Ministerpräsidentenkonferenz, die über mögliche Lockerungen des Lockdowns entscheiden wird. Kretschmann hatte am Donnerstag eine Kurskorrektur vorgenommen und für vermehrte Öffnungen mit Hilfe von Schnelltests plädiert. Spannend wird zu beobachten sein, ob die 56 Jahre alte Eisenmann den Rat ihres politischen Ziehvaters, Ex-Ministerpräsident Günther Oettinger, beherzigen wird, stärker zu attackieren.
Kretschmann warnte jüngst die eigene Partei davor, zu siegessicher zu sein. ""Es ist kein Wiesle gemäht für mich"", sagte der 72-Jährige beim Wahlcheck der ""Heilbronner Stimme"". Er kündigte an, seine im Lockdown lang gewordenen Haare noch kürzen zu lassen. Allerdings nicht beim Friseur, die pünktlich am Montag wieder aufmachen, sondern: ""Wenn ich ins große Duell muss, lass ich es mir hinten von meiner Frau ein bisschen absäbeln.""
","26. Februar 2021, 10:50 Uhr",Regeln für TV-Duell stehen fest: Eisenmann muss punkten,https://www.sueddeutsche.de/politik/wahlen-stuttgart-regeln-fuer-tv-duell-stehen-fest-eisenmann-muss-punkten-dpa.urn-newsml-dpa-com-20090101-210225-99-594225
88,"Kiel (dpa/lno) - Schleswig-Holsteins Landtags-Vizepräsidentin Aminata Touré (Grüne) hat an die besonderen Umstände der ersten Sitzung des Parlaments vor genau 75 Jahren erinnert. Die damaligen Abgeordneten seien unter Aufsicht der britischen Besatzungsbehörden im Kieler Stadttheater zusammengetreten und vorher nicht gewählt, sondern lediglich ernannt worden, sagte Touré am Freitag im Landtag. ""Der Schleswig-Holsteinische Landtag wurde zur Keimzelle des Landes Schleswig-Holstein.""
Neben 1,5 Millionen Norddeutschen hätte 1946 auch 1 Million vertriebener und geflüchteter Menschen aus dem Osten in Schleswig-Holstein gelebt, sagte Touré. Existenzielle Sorgen hätten den Alltag bestimmt. ""Die ungeheuren Verbrechen der Nationalsozialisten waren zwar durch die Alliierten beendet worden, ihre Dimension aber wurde vielen Menschen erst jetzt langsam bewusst – vor allem die schuldhafte Verstrickung eines jeden, der solche Taten begangen oder auch nur still geduldet hatte.""
Die erste Sitzung des Landtages sei deshalb ein wichtiges Signal des Neuanfangs gewesen, sagte Touré. Viele der damaligen Abgeordneten hätten sich die spätere Eigenständigkeit des Landes nicht vorstellen können. ""Sie gingen davon aus, dass Schleswig-Holstein Teil eines künftigen Landes Preußen sein würde, wie es das 80 Jahre der Fall gewesen war."" Zum Glück sei es anders gekommen.
Touré erinnerte daran, dass die erste Sitzung des Parlaments im Februar 1946 noch vor Gründung der Bundesrepublik und der eigentlichen Gründung des Landes Schleswig-Holstein erfolgte. Der Landtag sei zusammengetreten, um sich mit den Problemen der Menschen zu beschäftigen. ""Das verpflichtet uns bis heute im besonderen Maße – der Schleswig-Holsteinische Landtag ist und bleibt der wichtigste Ort der politischen Entscheidungen.""
","26. Februar 2021, 10:15 Uhr","Vizepräsidentin Touré: Landtag ""Keimzelle des Landes""",https://www.sueddeutsche.de/politik/landtag-kiel-vizepraesidentin-tourlandtag-keimzelle-des-landes-dpa.urn-newsml-dpa-com-20090101-210226-99-603051
89,"Wie Sie sich zur Diskussion anmelden können und welche Regeln gelten, erfahren Sie hier.
","26. Februar 2021, 10:13 Uhr",Was halten Sie vom EU-Impfpass?,https://www.sueddeutsche.de/politik/impfpass-impfen-corona-merkel-1.5218527
90,"Verteidigungsministerin Annegret Kramp-Karrenbauer (CDU) ist am Freitag zu einem Besuch der Bundeswehrsoldaten im afghanischen Masar-i-Scharif eingetroffen. Wie ihr Ministerium in Berlin mitteilte, will sie sich im Gespräch mit der Truppe einen Überblick über die aktuelle Lage verschaffen. Auf Twitter erklärte Kramp-Karrenbauer: ""Während bei uns die Verlängerung des Mandats diskutiert wird, möchte ich persönlich mit unseren Männern und Frauen vor Ort sprechen."" Das Bundeskabinett hat vor zwei Tagen beschlossen, dass die Bundeswehr noch zehn weitere Monate an der Mission ""Resolute Support"" teilnehmen soll.
Zur Dauer des Besuchs wurden keine Angaben gemacht. Afghanistan brauche dringend Perspektiven und den gesellschaftlichen Ausgleich zwischen verfeindeten Gruppen, erklärte die Ministerin. Deutsche Soldaten könnten diese Prozesse nicht ersetzen. ""Die Männer und Frauen der Bundeswehr leisten aber gemeinsam mit Verbündeten insbesondere im Norden des Landes einen wichtigen Beitrag"", erklärte Kramp-Karrenbauer. ""Wir sind dazu bereit, den Friedensprozess weiterhin zu unterstützen."" Der Schutz der Soldatinnen und Soldaten habe dabei sehr hohe Priorität. ""Das Ziel bleibt der geordnete Abzug.""
Das Bundeskabinett hatte am Mittwoch den Einsatz in Afghanistan bis zum 31. Januar 2022 verlängert - nun muss der Bundestag dem noch zustimmen. Unklar ist im Moment allerdings, wie und ob die Nato ihren Einsatz am Hindukusch fortsetzt. Der frühere US-Präsident Donald Trump hatte den Taliban in einem Abkommen einen Abzug aller internationalen Truppen bis Ende April zugesagt. Die neue Regierung unter Joe Biden ist derzeit aber gerade dabei, diese Zusage zu überprüfen - eine Entscheidung steht noch aus.
","26. Februar 2021, 10:09 Uhr",Kramp-Karrenbauer besucht Soldaten in Afghanistan,https://www.sueddeutsche.de/politik/afghanistan-bundeswehr-akk-1.5218521
